site,cage,treatment,tile,tile.treatment,position,length,thickness,dry.mass,af.dry.mass,tissue.mass,ci
PF,68,MC,348,No.cull,8,19.32,4.76,0.311,0.298,0.013,0.043624161
PF,68,MC,348,No.cull,9,27.88,6.8,1.026,0.976,0.05,0.051229508
PF,68,MC,348,No.cull,10,30.11,7.17,1.374,1.304,0.07,0.053680982
PF,68,MC,350,Juv.cull,1,26.75,5.1,0.728,0.678,0.05,0.073746313
PF,68,MC,350,Juv.cull,2,20.18,6.54,0.486,0.459,0.027,0.058823529
PF,68,MC,350,Juv.cull,4,23.08,4.05,0.35,0.324,0.026,0.080246914
PF,68,MC,350,Juv.cull,6,20.55,5.2,0.686,0.641,0.045,0.070202808
PF,68,MC,350,Juv.cull,7,25.88,5.48,0.628,0.578,0.05,0.08650519
PF,68,MC,350,Juv.cull,8,25.51,5.47,0.792,0.742,0.05,0.067385445
PF,68,MC,353,No.cull,1,27.74,4.73,0.646,0.595,0.051,0.085714286
PF,68,MC,353,No.cull,2,18.38,5.4,0.473,0.445,0.028,0.062921348
PF,68,MC,353,No.cull,3,25.49,4.67,0.633,0.595,0.038,0.063865546
PF,68,MC,353,No.cull,5,24.46,6.92,0.772,0.717,0.055,0.076708508
PF,68,MC,353,No.cull,6,17.9,3.85,0.228,0.213,0.015,0.070422535
PF,68,MC,353,No.cull,7,22.56,4.46,0.486,0.456,0.03,0.065789474
PF,68,MC,353,No.cull,8,27.29,5.93,0.905,0.858,0.047,0.054778555
PF,68,MC,353,No.cull,9,22.02,7.47,0.584,0.554,0.03,0.054151625
PF,68,MC,353,No.cull,10,20.21,7.02,0.477,0.451,0.026,0.057649667
PF,68,MC,371,Juv.cull,1,28.87,4.4,0.702,0.656,0.046,0.070121951
PF,68,MC,371,Juv.cull,3,24.29,6.33,0.532,0.494,0.038,0.076923077
PF,68,MC,371,Juv.cull,5,30.18,5.33,0.956,0.888,0.068,0.076576577
PF,68,MC,371,Juv.cull,7,27.22,4.63,0.43,0.412,0.018,0.04368932
PF,68,MC,371,Juv.cull,9,33.64,5.48,1.15,1.083,0.067,0.061865189
PF,68,MC,371,Juv.cull,10,33.25,6.27,1.733,1.633,0.1,0.061236987
PF,68,MC,378,Juv.cull,2,20.39,6.45,0.328,0.315,0.013,0.041269841
PF,68,MC,378,Juv.cull,3,18.45,7.53,0.685,0.64,0.045,0.0703125
PF,68,MC,378,Juv.cull,5,20.34,4.71,0.383,0.365,0.018,0.049315068
PF,68,MC,378,Juv.cull,6,24.3,5.21,0.554,0.528,0.026,0.049242424
PF,68,MC,378,Juv.cull,7,25.94,5.52,0.516,0.481,0.035,0.072765073
PF,68,MC,378,Juv.cull,9,24.77,4.15,0.584,0.555,0.029,0.052252252
PF,68,MC,384,No.cull,1,16.19,4.7,0.357,0.336,0.021,0.0625
PF,68,MC,384,No.cull,2,29.67,4.94,0.888,0.829,0.059,0.071170084
PF,68,MC,384,No.cull,3,26.24,5.92,0.596,0.57,0.026,0.045614035
PF,68,MC,384,No.cull,4,22.47,6.54,0.558,0.531,0.027,0.050847458
PF,68,MC,384,No.cull,5,20.94,5.96,0.647,0.604,0.043,0.071192053
PF,68,MC,384,No.cull,6,24.68,5.57,0.513,0.484,0.029,0.059917355
PF,68,MC,384,No.cull,7,18.34,5.13,0.396,0.379,0.017,0.044854881
PF,68,MC,384,No.cull,8,17.52,4.78,0.377,0.356,0.021,0.058988764
PF,68,MC,384,No.cull,9,21.94,6.91,0.607,0.576,0.031,0.053819444
PF,68,MC,384,No.cull,10,27.95,6.57,1.005,0.937,0.068,0.072572038
PF,68,MC,394,Juv.cull,1,28.86,8.33,1.105,1.035,0.07,0.06763285
PF,68,MC,394,Juv.cull,4,28.8,8.74,1.287,1.207,0.08,0.066280033
PF,68,MC,394,Juv.cull,6,30.01,4.65,0.756,0.717,0.039,0.054393305
PF,68,MC,394,Juv.cull,7,25.64,7.86,0.934,0.875,0.059,0.067428571
PF,68,MC,394,Juv.cull,8,20.18,7.82,0.556,0.53,0.026,0.049056604
PF,68,MC,394,Juv.cull,10,32.74,6.23,1.495,1.387,0.108,0.077865898
PF,68,MC,396,Juv.cull,3,30.87,5.13,0.8,0.751,0.049,0.065246338
PF,68,MC,396,Juv.cull,4,23.59,6.12,0.718,0.669,0.049,0.073243647
PF,68,MC,396,Juv.cull,5,29.08,5.95,0.959,0.906,0.053,0.058498896
PF,68,MC,396,Juv.cull,6,31.45,6.05,1.206,1.123,0.083,0.073909172
PF,68,MC,396,Juv.cull,7,26.2,5.54,0.856,0.822,0.034,0.04136253
PF,68,MC,396,Juv.cull,10,19.84,6.37,0.911,0.873,0.038,0.043528064
PF,68,MC,461,No.cull,1,27.38,5.17,0.583,0.545,0.038,0.069724771
PF,68,MC,461,No.cull,2,16.69,5.29,0.387,0.367,0.02,0.054495913
PF,68,MC,461,No.cull,3,21.92,3.91,0.367,0.341,0.026,0.076246334
PF,68,MC,461,No.cull,4,26.13,5.88,0.638,0.598,0.04,0.066889632
PF,68,MC,461,No.cull,5,21.14,5.26,0.414,0.387,0.027,0.069767442
PF,68,MC,461,No.cull,6,20.25,7.71,0.601,0.562,0.039,0.069395018
PF,68,MC,461,No.cull,7,26.97,6.17,0.714,0.669,0.045,0.067264574
PF,68,MC,461,No.cull,8,23.69,6.23,0.652,0.62,0.032,0.051612903
PF,68,MC,461,No.cull,9,22.93,5.54,0.55,0.52,0.03,0.057692308
PF,68,MC,461,No.cull,10,23.45,6.88,0.689,0.648,0.041,0.063271605
PF,71,MC,230,No.cull,1,24.32,5.7,0.535,0.499,0.036,0.072144289
PF,71,MC,230,No.cull,2,31.89,4.6,0.94,0.865,0.075,0.086705202
PF,71,MC,230,No.cull,3,27.93,6.61,1.008,0.941,0.067,0.07120085
PF,71,MC,230,No.cull,4,28.99,7.98,1.091,1.014,0.077,0.075936884
PF,71,MC,230,No.cull,5,26.06,6.5,0.653,0.611,0.042,0.068739771
PF,71,MC,230,No.cull,6,23.04,6.53,0.734,0.69,0.044,0.063768116
PF,71,MC,230,No.cull,7,13.82,6.3,0.495,0.426,0.069,0.161971831
PF,71,MC,230,No.cull,8,27.74,6.8,1.235,1.15,0.085,0.073913043
PF,71,MC,230,No.cull,9,23.1,6.73,0.742,0.698,0.044,0.063037249
PF,71,MC,230,No.cull,10,28.89,6.5,0.778,0.732,0.046,0.06284153
PF,71,MC,232,Juv.cull,2,17.12,6.5,0.548,0.498,0.05,0.100401606
PF,71,MC,232,Juv.cull,3,20.95,5.41,0.669,0.618,0.051,0.082524272
PF,71,MC,232,Juv.cull,4,29.07,6.08,1.148,1.068,0.08,0.074906367
PF,71,MC,232,Juv.cull,5,24.98,5.57,0.774,0.722,0.052,0.072022161
PF,71,MC,232,Juv.cull,7,24.66,6.92,1.127,1.048,0.079,0.075381679
PF,71,MC,232,Juv.cull,10,24.73,6.83,0.87,0.83,0.04,0.048192771
PF,71,MC,238,Juv.cull,1,20.96,4.59,0.451,0.414,0.037,0.089371981
PF,71,MC,238,Juv.cull,5,21.17,4.76,0.549,0.512,0.037,0.072265625
PF,71,MC,238,Juv.cull,7,21.07,5.9,0.577,0.541,0.036,0.066543438
PF,71,MC,238,Juv.cull,8,23.26,4.92,0.507,0.469,0.038,0.081023454
PF,71,MC,238,Juv.cull,9,25.06,4.87,0.797,0.746,0.051,0.068364611
PF,71,MC,238,Juv.cull,10,24.59,7.57,0.7,0.651,0.049,0.075268817
PF,71,MC,241,No.cull,1,32.67,7.02,1.193,1.11,0.083,0.074774775
PF,71,MC,241,No.cull,2,32.99,6.42,1.666,1.547,0.119,0.076923077
PF,71,MC,241,No.cull,3,30.25,6.13,1.068,0.995,0.073,0.073366834
PF,71,MC,241,No.cull,4,19.24,5.04,0.624,0.588,0.036,0.06122449
PF,71,MC,241,No.cull,5,26.39,6.76,0.841,0.788,0.053,0.067258883
PF,71,MC,241,No.cull,6,20.61,6.06,0.918,0.859,0.059,0.068684517
PF,71,MC,241,No.cull,7,28.88,6.64,1.127,1.055,0.072,0.068246445
PF,71,MC,241,No.cull,8,22.12,5.28,0.531,0.503,0.028,0.055666004
PF,71,MC,241,No.cull,9,28.35,6.2,1.095,1.027,0.068,0.066212269
PF,71,MC,241,No.cull,10,23.35,4.54,0.605,0.567,0.038,0.0670194
PF,71,MC,242,No.cull,1,21.27,4.77,0.556,0.523,0.033,0.063097514
PF,71,MC,242,No.cull,2,29.68,6,1.063,0.999,0.064,0.064064064
PF,71,MC,242,No.cull,3,26.15,7.85,0.858,0.818,0.04,0.048899756
PF,71,MC,242,No.cull,4,24.28,6.31,1.015,0.962,0.053,0.055093555
PF,71,MC,242,No.cull,5,20.35,5.01,0.422,0.396,0.026,0.065656566
PF,71,MC,242,No.cull,6,26.82,7.68,1.554,1.457,0.097,0.066575154
PF,71,MC,242,No.cull,7,19.89,5.54,0.432,0.396,0.036,0.090909091
PF,71,MC,242,No.cull,8,17.92,4.52,0.405,0.373,0.032,0.085790885
PF,71,MC,242,No.cull,9,26.62,5.42,0.884,0.825,0.059,0.071515152
PF,71,MC,242,No.cull,10,24.67,6.34,0.694,0.654,0.04,0.06116208
PF,71,MC,243,Juv.cull,1,23.1,5.47,0.67,0.625,0.045,0.072
PF,71,MC,243,Juv.cull,3,20.88,5.97,0.411,0.383,0.028,0.07310705
PF,71,MC,243,Juv.cull,4,22.92,5.42,0.465,0.432,0.033,0.076388889
PF,71,MC,243,Juv.cull,7,25.86,5.14,0.565,0.525,0.04,0.076190476
PF,71,MC,243,Juv.cull,8,20.12,5.86,0.662,0.615,0.047,0.076422764
PF,71,MC,243,Juv.cull,9,24.41,5.65,0.65,0.618,0.032,0.051779935
PF,71,MC,247,No.cull,1,27.89,10.13,0.764,0.717,0.047,0.065550907
PF,71,MC,247,No.cull,2,25.3,6.43,0.6,0.558,0.042,0.075268817
PF,71,MC,247,No.cull,3,22.5,5.91,0.602,0.562,0.04,0.071174377
PF,71,MC,247,No.cull,4,27.78,5.63,0.772,0.711,0.061,0.085794655
PF,71,MC,247,No.cull,5,25.22,6.61,0.959,0.886,0.073,0.082392777
PF,71,MC,247,No.cull,6,24.99,6.51,0.579,0.541,0.038,0.070240296
PF,71,MC,247,No.cull,7,25.75,5.76,1.058,0.98,0.078,0.079591837
PF,71,MC,247,No.cull,8,21.53,6.73,0.583,0.546,0.037,0.067765568
PF,71,MC,247,No.cull,9,21.99,6.45,0.65,0.605,0.045,0.074380165
PF,71,MC,247,No.cull,10,16.78,5.66,0.419,0.395,0.024,0.060759494
PF,71,MC,248,Juv.cull,1,24.61,4.81,0.775,0.72,0.055,0.076388889
PF,71,MC,248,Juv.cull,2,22.1,5.39,0.549,0.52,0.029,0.055769231
PF,71,MC,248,Juv.cull,6,22.99,5.03,0.793,0.736,0.057,0.077445652
PF,71,MC,248,Juv.cull,8,21.69,6.37,0.64,0.602,0.038,0.063122924
PF,71,MC,248,Juv.cull,9,22.11,5.39,0.637,0.603,0.034,0.056384743
PF,71,MC,248,Juv.cull,10,29.33,5.99,0.791,0.741,0.05,0.067476383
PF,71,MC,255,No.cull,1,21.75,5.06,0.356,0.332,0.024,0.072289157
PF,71,MC,255,No.cull,2,24.46,6.06,0.543,0.507,0.036,0.071005917
PF,71,MC,255,No.cull,3,24.9,5.71,0.601,0.557,0.044,0.078994614
PF,71,MC,255,No.cull,4,21.68,5.34,0.497,0.463,0.034,0.073434125
PF,71,MC,255,No.cull,5,20.73,4.92,0.351,0.329,0.022,0.066869301
PF,71,MC,255,No.cull,6,17.9,5.83,0.425,0.391,0.034,0.086956522
PF,71,MC,255,No.cull,7,24.48,6.16,0.739,0.684,0.055,0.080409357
PF,71,MC,255,No.cull,8,22.4,5.68,0.568,0.532,0.036,0.067669173
PF,71,MC,255,No.cull,9,26.17,4.65,0.99,0.928,0.062,0.066810345
PF,71,MC,255,No.cull,10,24.65,5.11,0.515,0.472,0.043,0.091101695
PF,71,MC,266,No.cull,1,25.08,6.87,0.886,0.835,0.051,0.061077844
PF,71,MC,266,No.cull,2,29.37,4.82,0.803,0.729,0.074,0.101508916
PF,71,MC,266,No.cull,3,22.37,4.86,0.581,0.54,0.041,0.075925926
PF,71,MC,266,No.cull,4,20.38,5.68,0.383,0.369,0.014,0.037940379
PF,71,MC,266,No.cull,5,19.36,4.53,0.723,0.677,0.046,0.067946824
PF,71,MC,266,No.cull,6,25.05,7.36,0.763,0.711,0.052,0.073136428
PF,71,MC,266,No.cull,7,24.46,5.32,0.653,0.612,0.041,0.066993464
PF,71,MC,266,No.cull,8,23.85,5.95,0.744,0.696,0.048,0.068965517
PF,71,MC,266,No.cull,9,18.93,6.06,0.565,0.524,0.041,0.078244275
PF,71,MC,266,No.cull,10,18.04,5.21,0.708,0.659,0.049,0.074355083
PF,71,MC,268,Juv.cull,1,21.63,4.71,0.615,0.578,0.037,0.064013841
PF,71,MC,268,Juv.cull,2,23.17,6.49,0.593,0.557,0.036,0.064631957
PF,71,MC,268,Juv.cull,4,24.35,4.33,0.465,0.432,0.033,0.076388889
PF,71,MC,268,Juv.cull,6,20.08,4.88,0.567,0.525,0.042,0.08
PF,71,MC,268,Juv.cull,8,24,6.56,0.777,0.728,0.049,0.067307692
PF,71,MC,268,Juv.cull,10,29.84,5.29,0.86,0.794,0.066,0.083123426
PF,71,MC,269,Juv.cull,1,20.73,5.97,0.488,0.461,0.027,0.05856833
PF,71,MC,269,Juv.cull,5,23.5,7.09,1.164,1.091,0.073,0.066911091
PF,71,MC,269,Juv.cull,6,33.48,7.27,0.93,0.881,0.049,0.055618615
PF,71,MC,269,Juv.cull,7,30.6,8.63,1,0.935,0.065,0.069518717
PF,71,MC,269,Juv.cull,8,24.58,7.68,0.944,0.886,0.058,0.065462754
PF,71,MC,269,Juv.cull,10,27.62,5.95,0.883,0.829,0.054,0.065138721
PF,72,MC,53,Juv.cull,2,24.83,5.38,0.728,0.674,0.054,0.080118694
PF,72,MC,53,Juv.cull,3,20.85,6.28,0.678,0.635,0.043,0.067716535
PF,72,MC,53,Juv.cull,4,26.55,4.78,0.644,0.598,0.046,0.076923077
PF,72,MC,53,Juv.cull,6,21.42,6.12,0.001,0.931,-0.93,-0.998925886
PF,72,MC,53,Juv.cull,7,21.39,4.7,0.586,0.55,0.036,0.065454545
PF,72,MC,53,Juv.cull,9,25.28,5.84,0.873,0.807,0.066,0.081784387
PF,72,MC,55,No.cull,1,26.79,4.76,0.785,0.729,0.056,0.076817558
PF,72,MC,55,No.cull,2,26.26,5.21,0.751,0.691,0.06,0.08683068
PF,72,MC,55,No.cull,3,24.16,4.72,0.635,0.595,0.04,0.067226891
PF,72,MC,55,No.cull,4,16.99,4.21,0.362,0.34,0.022,0.064705882
PF,72,MC,55,No.cull,6,21.35,6.99,1.032,0.964,0.068,0.070539419
PF,72,MC,55,No.cull,7,21.37,6.38,0.856,0.791,0.065,0.082174463
PF,72,MC,55,No.cull,8,27.62,5.84,0.908,0.847,0.061,0.07201889
PF,72,MC,55,No.cull,9,22.72,4.41,0.56,0.523,0.037,0.070745698
PF,72,MC,55,No.cull,10,28.72,4.92,0.913,0.845,0.068,0.080473373
PF,72,MC,56,Juv.cull,2,27.19,5.2,0.846,0.782,0.064,0.081841432
PF,72,MC,56,Juv.cull,4,17.06,4.94,0.441,0.402,0.039,0.097014925
PF,72,MC,56,Juv.cull,5,23.31,5.62,0.77,0.719,0.051,0.07093185
PF,72,MC,56,Juv.cull,9,27.35,5.42,0.691,0.645,0.046,0.071317829
PF,72,MC,56,Juv.cull,10,23.74,5.4,0.869,0.813,0.056,0.068880689
PF,72,MC,59,No.cull,1,22.89,5.66,0.742,0.691,0.051,0.073806078
PF,72,MC,59,No.cull,2,32.87,5.97,1.358,1.247,0.111,0.089013633
PF,72,MC,59,No.cull,3,29.78,5.67,1.283,1.204,0.079,0.065614618
PF,72,MC,59,No.cull,4,27.64,6.54,1.142,1.08,0.062,0.057407407
PF,72,MC,59,No.cull,6,27.49,7.07,0.267,1.179,-0.912,-0.773536896
PF,72,MC,59,No.cull,7,19.21,5.87,0.959,0.898,0.061,0.067928731
PF,72,MC,59,No.cull,8,27.33,6.65,0.959,0.902,0.057,0.063192905
PF,72,MC,59,No.cull,9,31.27,6.94,1.962,1.831,0.131,0.071545603
PF,72,MC,221,Juv.cull,1,21.7,4.32,0.528,0.495,0.033,0.066666667
PF,72,MC,221,Juv.cull,2,21.61,5.59,0.722,0.68,0.042,0.061764706
PF,72,MC,221,Juv.cull,6,22.43,5.77,0.598,0.561,0.037,0.065953654
PF,72,MC,221,Juv.cull,7,20.63,4.61,0.525,0.488,0.037,0.075819672
PF,72,MC,221,Juv.cull,8,23.98,5.71,0.851,0.802,0.049,0.061097257
PF,72,MC,221,Juv.cull,9,22.53,5.73,0.649,0.604,0.045,0.074503311
PF,72,MC,237,No.cull,1,25.88,4.75,0.664,0.615,0.049,0.079674797
PF,72,MC,237,No.cull,2,27.5,6.21,0.86,0.806,0.054,0.066997519
PF,72,MC,237,No.cull,3,21.51,6.34,0.853,0.803,0.05,0.062266501
PF,72,MC,237,No.cull,4,27.29,5.92,0.858,0.803,0.055,0.068493151
PF,72,MC,237,No.cull,5,28.25,6.28,1.127,1.049,0.078,0.07435653
PF,72,MC,237,No.cull,6,24.1,6.4,1.002,0.93,0.072,0.077419355
PF,72,MC,237,No.cull,7,25.67,5.64,0.97,0.908,0.062,0.068281938
PF,72,MC,237,No.cull,8,20.95,7.05,0.768,0.71,0.058,0.081690141
PF,72,MC,237,No.cull,9,25.8,5.76,0.94,0.875,0.065,0.074285714
PF,72,MC,237,No.cull,10,31.37,7.11,1.225,1.137,0.088,0.077396658
PF,72,MC,408,No.cull,1,21.88,3.96,0.459,0.435,0.024,0.055172414
PF,72,MC,408,No.cull,2,29.52,6.63,1.102,1.032,0.07,0.067829457
PF,72,MC,408,No.cull,3,25.18,5.47,0.683,0.643,0.04,0.062208398
PF,72,MC,408,No.cull,4,28.7,6.03,1.094,1.036,0.058,0.055984556
PF,72,MC,408,No.cull,5,25.71,5.64,0.615,0.582,0.033,0.056701031
PF,72,MC,408,No.cull,6,21.27,5.56,0.834,0.786,0.048,0.061068702
PF,72,MC,408,No.cull,8,19.06,4.98,0.567,0.535,0.032,0.059813084
PF,72,MC,408,No.cull,9,25.34,5.63,1.105,1.045,0.06,0.057416268
PF,72,MC,408,No.cull,10,24.53,5.64,0.841,0.793,0.048,0.060529634
PF,72,MC,576,Juv.cull,2,22.8,6.18,0.683,0.642,0.041,0.063862928
PF,72,MC,576,Juv.cull,3,28.04,5.46,0.892,0.834,0.058,0.069544365
PF,72,MC,576,Juv.cull,5,30.58,5.67,1.441,1.343,0.098,0.072970961
PF,72,MC,576,Juv.cull,7,29.78,6.08,1.34,1.262,0.078,0.061806656
PF,72,MC,576,Juv.cull,8,27.3,6.21,0.963,0.91,0.053,0.058241758
PF,72,MC,576,Juv.cull,9,31.38,6.07,0.987,0.924,0.063,0.068181818
PF,72,MC,582,Juv.cull,3,25.87,5.64,0.723,0.672,0.051,0.075892857
PF,72,MC,582,Juv.cull,4,11.6,2.6,0.198,0.187,0.011,0.058823529
PF,72,MC,582,Juv.cull,6,27.94,5.29,0.921,0.864,0.057,0.065972222
PF,72,MC,582,Juv.cull,8,21.71,4.34,0.671,0.637,0.034,0.053375196
PF,72,MC,582,Juv.cull,9,25.74,4.28,0.705,0.658,0.047,0.071428571
PF,72,MC,582,Juv.cull,10,27.41,5.05,0.994,0.92,0.074,0.080434783
